Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,,182.21,NNW,,49,24,40.75170135,-109.48699951,145.49,144.89,136.5,Uintah,DN50GS,On-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.","W7BYU, Borderline ARC","Autopatch, 8,506', linked to (147.320).",UVHFS,2014-01-20
