Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Grid,Op Status,Coverage,Affiliate,Web links,Coordination,Last update
448.725,-5,,"St George, Scrub Peak",Washington,WB6TNP,PRIVATE,,49,252,37.05329895,-113.82299805,448.725,443.725,DM37CB,On-Air,St. George and the neighboring communities.,Tri-State ARC,www.TSNV.org,UVHFS,2013-03-30
