Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Coverage,Sponsor,Features,IRLP,Notes,Nets,Coordination,Last update
146.91,-0.6,100,"St George, Seegmiller Peak",Washington,NR7K,OPEN,,49,175,37.0965004,-113.56800079,146.91,146.31,100,On-Air,"Wide area: The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George.",Dean Cox,E-power.,3575,6,DARC: Sun at 2000.,UVHFS,2015-11-05
