Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update
147.22,0.6,,WA7YZR,"Provo, Edgemont SC",UT,OPEN,,,198.35,W,,49,249,40.28969955,-111.65499878,147.22,147.82,Utah,DN40EG,On-Air,Utah County from Alpine to Payson.,"KR7D, ARC of Utah Valley",4,"Full-time to 145.25000 (K7UVA) at Provo, Sundance, UT .",UVHFS,2017-03-21
