Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,On-air,Sponsor,Coordination,Last update
927.5125,-25,103.5,Wellsville,Cache,AF7FH,OPEN,,49,10065,41.63850021,-111.93399811,927.5125,902.5125,103.5,Unknown,BARC,UVHFS,2014-03-15
