Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,Op Status,Coverage,Features,Links,Coordination,Last update
447.5,-5,,NZ6Z,Park City,UT,OPEN,,,195.56,WNW,,49,179,40.74250031,-111.51200104,447.5,442.5,Summit,DN40FR,On-Air,"Park City, Heber, Coalville and other nearby communities.",7,"Full-time to 145.23000 (NZ6Z) at Park City, UT .",UVHFS,2012-10-26
