Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Features,Coordination,Last update
447.425,5,192.8,"Bountiful, QTH",Davis,KD7RTO,OPEN,,49,2766,40.90470123,-111.88899994,447.425,452.425,192.8,DN40BV,On-Air,4,UVHFS,2011-04-03
