Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Notes,Coordination,Last update
146.98,-0.6,100,"Cedar City, Iron Mountain",Iron,N7KM,OPEN,,49,146,37.64500046,-113.3730011,146.98,146.38,100,DM37HP,On-Air,Cedar City and nearby communities.,7,UVHFS,2016-07-05
