Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Op Status,Coverage,Sponsor,Notes,Last update
447.375,-5,CC1,K7BBR,Bountiful,UT,OPEN,DMR,102.44,ESE,,49,17962,40.83750153,-111.87799835,447.375,442.375,1,1,314915,Brandmeister c Record retrieved from radioid.net,BrandMeister US,BrandMeister,Davis,On-Air,South Davis County,K7BBR,5488,2019-11-27
