Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Links,EchoLink,Notes,Nets,Coordination,Last update
145.45,-0.6,100,"Toquerville, Toquerville Hill",Washington,W7DRC,OPEN,Node Offline,49,192,37.28969955,-113.27700043,145.45,144.85,100,DM37IG,On-Air,"Hurricane Valley including Toquerville, LaVerkin, Hurricane, Leeds, Silver Reef, Pintura, as well as the rest of the lower Black Ridge and parts of Washington City.",Dixie ARC,"Full-time to 145.49000 (W7DRC) at St George, Utah Hill, UT . Full-time to 146.64000 (W7DRC) at St George, Webb Hill, UT .",678741,5,Sun at 20:00 hours.,UVHFS,2019-05-12
