Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,On-air,Coordination,Last update
1299.25,-20,,WR7AAA,Cedar City,UT,OPEN,DSTAR,156.99,NE,,49,11156,37.72570038,-113.06800079,1299.25,1279.25,1,WR7AAA (A) Gateway Repeater,jfindu lookup / dstar-users lookup,Iron,DM37LR,Unknown,UVHFS,2014-02-17
