Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Op Status,Coverage,Links,Notes,Web links,Coordination,Last update
449.65,-5,100,"Logan, Mt Pisgah",Cache,AC7II,OPEN,,49,14845,41.55089951,-111.93699646,449.65,444.65,100,100,On-Air,"Communities in the Cache Valley as well as Mantua. The Intermountain Intertie network covers much of Utah as well as parts of Idaho, Montana, Arizona, Nevada, and occasionally California.",Full-time to the Intermountain Intertie System .,http://utahvhfs.org/,http://barconline.org/,UVHFS,2020-01-18
