Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
146.64,-0.6,100,WA7HSW,"Monroe, Monroe Peak",UT,OPEN,,,180.12,WNW,,49,239,38.5367012,-112.07299805,146.64,146.04,100,Sevier,DM38XM,On-Air,"Richfield and its surrounding communities including Nephi to the north, Fillmore to the west, Ferron and Emery to the east, and Panguitch to the south.",Sanpete Co SO,Autopatch.,http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,2015-09-08
