Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Grid,Op Status,Coverage,Sponsor,Affiliate,EchoLink,Last update
447.45,-5,151.4,Saint George,Washington,N6RTR,OPEN,Node Offline,49,16206,37.1269989,-113.6190033,447.45,442.45,151.4,151.4,DM37ED,On-Air,Covers the west side of Saint George,N6RTR Repeater Group,Pacific Intertie Network,305082,2018-09-16
