Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,On-air,Coordination,Last update
447.95,-5,DSTR,"Ogden, Sheriff's Office",Weber,KE7EGG,OPEN,,49,11160,41.22299957,-111.97399902,447.95,442.95,1,KE7EGG (B),jfindu lookup / dstar-users lookup,Unknown,UVHFS,2014-02-17
