Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
448.975,-5,,WA7GIE,"Vernon, Black Crook Peak",UT,CLOSED,,,190.82,WNW,,49,224,39.9844017,-112.54000092,448.975,443.975,Tooele,DM39RX,On-Air,Wide area: Tooele Valley and communities from Grantsville down toward Vernon.,Desert ARS,Cactus-Intertie,9,UVHFS,2015-06-08
