Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,EchoLink,Coordination,Last update
145.47,-0.6,100,N7BSA,"Orem, QTH AC7DM",UT,OPEN,E,,199.49,W,Node Offline,49,127,40.31900024,-111.6740036,145.47,144.87,100,Utah,DN40DH,On-Air,Utah County from Alpine to Payson.,Explorer Post 1973,Autopatch.,46049,UVHFS,2019-03-02
