Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Sponsor,Features,Coordination,Last update
449.225,-5,100,"Tooele, Black Mountain",Tooele,K7MLA,OPEN,,49,38,40.84809875,-112.80000305,449.225,444.225,100,DN30OU,On-Air,ERC,E-power.,UVHFS,2015-06-08
