Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,On-air,Coordination,Last update
1298.75,-20,,KE7EGG,"Ogden, Sheriff's Office",UT,OPEN,DSTAR,101.79,E,,49,11162,41.22299957,-111.97399902,1298.75,1278.75,1,KE7EGG (A),jfindu lookup / dstar-users lookup,Weber,Unknown,UVHFS,2014-02-17
