Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Affiliate,Features,Links,Nets,Coordination,Last update
147.2,0.6,88.5,N7ZOI,"Midway, Wilson Peak",UT,OPEN,,,174.01,NW,,49,168,40.56219864,-111.47599792,147.2,147.8,88.5,Wasatch,DN40GN,On-Air,Heber city and surrounding communities.,High Valley ARC,8,"Full-time to 449.52500 (K7JL) at Brighton, Scott's Peak, UT .",HVARC: Wed at 20:00.,UVHFS,2015-06-11
