Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Features,Links,Nets,Web links,Coordination,Last update
147.26,0.6,103.5,"Ogden, Promontory Pt",Salt Lake,AC7O,OPEN,,49,5,41.25780106,-112.44100189,147.26,147.86,103.5,DN31SG,On-Air,Wide area: Wasatch Front from Ogden to the Utah/Idaho border. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Bridgerland ARC,Closed autopatch.,"Full-time to 146.72000 (WA7KMF) at Logan, Mt Logan, UT . Full-time to 147.26000 (AC7O) at Ogden, Promontory Pt, UT .",Tuesdays at 9 pm,BARC Repeaters,UVHFS,2017-07-24
