Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Sponsor,Features,Notes,Web links,Last update
448.225,-5,100,"Alpine, Silver Lake Flat",Utah,K7UVA,OPEN,,49,17113,40.53290176,-111.64099884,448.225,443.225,100,DN40EM,On-Air,UTAH VALLEY AMATEUR RADIO CLUB,e-power,10,https://uvarc.club/repeaters/,2018-09-10
