Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Downlink Tone,Grid,Op Status,Coverage,Features,Last update
449.35,-5,,"St George, Utah Hill",Washington,K7OET,OPEN,,49,11333,37.15589905,-113.88300323,449.35,444.35,100,DM37BD,On-Air,"Wide area, I-15, Washington County, Clark County, Navajo County",E-power (batt).,2015-06-18
