Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,IRLP,Coordination,Last update
448.025,-5,100,KB7M,Orem,UT,OPEN,I,,199.18,W,,49,141,40.3,-111.67,448.025,443.025,100,Utah,DN40DH,On-Air,Utah County from Alpine to Payson.,KB7M,ARES,IRLP and Remote base.,4482,UVHFS,2020-06-21
