Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Links,Commands,Notes,Coordination,Last update
146.82,-0.6,100,"St George, Utah Hill",Washington,NR7K,OPEN,,49,173,37.15570068,-113.88400269,146.82,146.22,100,DM37BD,On-Air,"Wide area: The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George.",Washington County.,Full-time to the Intermountain Intertie System .,Sinbad Link: Connect- C000* / Disconnect C002*.,8,UVHFS,2018-02-12
