Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Notes,Coordination,Last update
449.8,-5,103.5,"Mantua, Murrays Hill",Cache,WA7KMF,OPEN,,49,242,41.6114006,-111.95200348,449.8,444.8,103.5,DN41AO,On-Air,Logan and immediately surrounding communities.,Bridgerland ARS,5,UVHFS,2016-07-05
