Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Coordination,Last update
145.41,-0.6,123,"Ogden, foothills",Weber,WB7TSQ,OPEN,,49,262,41.20800018,-111.91899872,145.41,144.81,123,On-Air,UVHFS,2008-07-10
