Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Links,Notes,Coordination,Last update
447.45,-5,114.8,W7DHH,"Monroe, Monroe Peak",UT,OPEN,,,180.11,WNW,,49,189,38.53620148,-112.07299805,447.45,442.45,114.8,Sevier,DM38XM,On-Air,"Wide area: Richfield and its surrounding communities including Nephi to the north, Fillmore to the west, Ferron and Emery to the east, and Panguitch to the south.",Full-time to the Skyline Repeater System .,11,UVHFS,2017-04-07
