Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,On-air,Coverage,Sponsor,Features,Coordination,Last update
224.5,-1.6,167.9,"Ogden, downtown",Weber,WB6CDN,OPEN,,49,250,41.19720078,-111.97000122,224.5,222.9,167.9,Unknown,Ogden and South Ogden area.,Intermountain Repeater Emergency Amateur Network,Autopatch.,UVHFS,
