Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Coverage,Sponsor,Features,Nets,Web links,Last update
448.8,-0.5,100,"West Valley City, WVCFD station 76",Utah,K2WVC,OPEN,,49,17904,40.65359879,-112.03700256,448.8,448.3,100,On-Air,Most of Salt Lake valley and north to south Weber,West Valley City Amateur radio club,Back up power,Thursdays 20:00 local time,http://www.wvcarc.com,2019-06-27
