Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Links,Notes,Web links,Coordination,Last update
449.625,-5,103.5,"Logan, Mt Logan",Cache,AC7O,OPEN,,49,7,41.71340179,-111.71800232,449.625,444.625,103.5,DN41DR,On-Air,"Wide area: Cache County, including Logan, from Richmond to Avon.",Bridgerland ARC,"Full-time to 146.72000 (WA7KMF) at Logan, Mt Logan, UT .",9,BARC Repeaters,UVHFS,2015-06-06
