Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Links,Nets,Web links,Coordination,Last update
146.72,-0.6,103.5,"Logan, Mt Logan",Cache,WA7KMF,OPEN,,49,6,41.7132988,-111.71800232,146.72,146.12,103.5,DN41DR,On-Air,"Wide area: Cache County, including Logan, from Richmond to Avon.",BARC,Utah VHF Soc,"Closed autopatch, 9,713'.","Full-time to 145.31000 (WA7KMF) at Red Spur, UT . Full-time to 147.20000 (AC7O) at Logan, WA7KMF QTH, UT . Full-time to 147.26000 (AC7O) at Ogden, Promontory Pt, UT . Full-time to 449.62500 (AC7O) at Logan, Mt Logan, UT .",BARC: Tue at 21:00.,BARC Repeaters,UVHFS,2020-01-18
