Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Affiliate,Features,Nets,Coordination,Last update
147.36,0.6,100,WA7GIE,"Coalville, Lewis Peak",UT,OPEN,,,195.87,WNW,,49,232,40.85499954,-111.48000336,147.36,147.96,100,Summit,DN40GU,On-Air,"Wide area: Western side of the Salt Lake valley. Park City, Heber, Coalville and other nearby communities.",Wasatch Back Tri-County ARC,9,SCARC: Thu at 2100.,UVHFS,2018-10-26
