ID,StateID,Callsign,Use,Status,DigitalTone,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,Digital.DMR,Digital.P25,Digital.DStar,VOIP.AllStar,VOIP.EchoLink,VOIP.IRLP,VOIP.Wires.ID,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
17309,16,KB7SQS,Open,On-Air,,42.5727005,-114.61199951,Twin Falls,ID,"Filer, Everton Building",449.6,444.6,100,,,,,,,,43210,Open ↑,Open ↓
