ID,StateID,Callsign,Use,Status,DigitalTone,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,Digital.DMR,Digital.P25,Digital.DStar,VOIP.AllStar,VOIP.EchoLink,VOIP.IRLP,VOIP.Wires.ID,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
17078,16,KB7SQS,Open,On-Air,,42.52280045,-114.54499817,Twin Falls,ID,Twin Falls,448.75,443.75,100,,,,,,,,33668,Open ↑,Open ↓
