ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.EchoLink,VOIP.IRLP.NodeID,VOIP.Wires.ID
15846,16,W7CTH,Closed,On-Air,,,42.56299973,-114.46099854,Twin Falls,ID,Twin Falls,447.6,442.6,100,100,,,3541,43206
