Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Affiliate,Notes,Nets,Coordination,Last update
449.625,-5,CC15,NX7R,"Henderson, Red Mountain",NV,OPEN,DMR,12.61,SE,,32,13082,36.03950119,-114.98200226,449.625,444.625,D754,1,15,310422,BrandMeister c Record retrieved from radioid.net,,Clark,DM26MA,On-Air,Las Vegas,BrandMeister,"All TG's not listed are TS-1. TS2 = TG-2, TG-14, TG-3106, TG-3108, TG-31301, TG-3132, TG-31326, TG-31328, TG-31329, TG-310999, TAC-310, TAC-311, TAC312","TG 31089 Thursdays, 7:30 Mountain",SNRC,2019-12-08
