Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Last update
442.4,5,CC,KB7SJZ,Elko,NV,OPEN,,D,100.89,W,,32,8529,40.83240128,-115.76300049,442.4,447.4,1,1,313202,BrandMeister c Record retrieved from radioid.net,,Elko,On-Air,2020-02-14
