Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Sponsor,Coordination,Last update
145.175,-0.6,,N7ARR,Las Vegas,NV,OPEN,DSTAR,6.81,ESE,,32,5178,36.16619873,-115.01799774,145.175,144.575,1,N7ARR (C),jfindu lookup / dstar-users lookup,Clark,DM26LD,On-Air,"Nevada Amateur Radio Repeaters, Inc",SNRC,2012-11-20
