Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,P-25 Digital Enabled,NAC,Default Reflector,County,Grid,Op Status,Coverage,Sponsor,Affiliate,AllStar,Web links,Coordination,Last update
449.7,-5,NAC,N4NJJ,"Las Vegas, Low Potosi",NV,OPEN,AllStar P-25,27.56,SW,,32,19983,35.893569,-115.495719,449.7,444.7,1,,1,Clark,DM25GV,On-Air,"The Sin City 700, owned and operated by N4NJJ, provides solid mobile coverage from the Nevada/California state line thru Las Vegas to Mesquite, Nevada. Beyond that, coverage becomes marginal just after the Nevada/Arizona state line in the Virgin River Gorge. This machine covers the 215 Beltway as well as US 93/95 right through Las Vegas. This machine has been keyed-up as far away as St. George, Utah, and Wikieup, Arizona.",Sin City 700,N4NJJ Repeater Network,42631,http://n4njj.us/sincity700/,SNRC,2021-04-15
