Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Op Status,Sponsor,Affiliate,Features,Web links,Last update
443.85,5,CSQ,KO7G,"Carlin, Mary's Mountain",NV,OPEN,Fusion,118.85,W,,32,14857,40.71379852,-116.10399628,443.85,448.85,1,Open ↑ / Open ↓,Elko,On-Air,KO7G,Our Gang Amateur Radio Group,,https://sites.google.com/site/ko7gnet/,2016-06-12
