Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Coordination,Last update
1293.9,-20,,N7ARR,Las Vegas,NV,OPEN,DSTAR,6.81,ESE,,32,5180,36.16619873,-115.01799774,1293.9,1273.9,1,N7ARR (A),jfindu lookup / dstar-users lookup,Clark,DM26LD,On-Air,45,"Nevada Amateur Radio Repeaters, Inc (NARRI)",SNRC,2012-11-20
