Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,On-air,Coordination,Last update
445.7,-5,CC2,KB6XN,Las Vegas,NV,OPEN,DMR,0,N,,32,14285,36.16989899,-115.13999939,445.7,440.7,1,2,313219,SF TRBO c Record retrieved from radioid.net,,Clark,Unknown,SNRC,2019-12-08
