Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,P-25 Digital Enabled,NAC,Default Reflector,County,Grid,Op Status,Coverage,Sponsor,Features,AllStar,Web links,Coordination,Last update
420.85,5,NAC 293,N4NJJ,"Henderson, CSN Henderson",NV,OPEN,AllStar P-25,14.86,SE,,32,17945,36.00780106,-114.96499634,420.85,425.85,1,293,1,Clark,DM26MA,On-Air,Wide-area mobile and base coverage of the entire Las Vegas valley including Interstates 15 and 11 and US 95.,N4NJJ Repeater Network,"Join us every morning at 7:15 AM local for the daily Pledge of Allegiance. Join us at 9 AM, 12 PM, 3 PM, 6 PM, and 9 PM local for the latest temperature and weather conditions.",42631,http://www.LASVEGASHAMRADIO.com,SNRC,2019-12-30
