Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Sponsor,Coordination,Last update
446.8,-5,,N7ARR,Las Vegas,NV,OPEN,DSTAR,6.81,ESE,,32,5179,36.16619873,-115.01799774,446.8,441.8,1,N7ARR (B),jfindu lookup / dstar-users lookup,Clark,DM26LD,On-Air,"Nevada Amateur Radio Repeaters, Inc",SNRC,2012-11-20
