Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Coordination,Last update
449.05,-5,CC15,WB6TNP,Bolder City,NV,OPEN,DMR,35.23,SSE,,32,13864,35.70159912,-114.89099884,449.05,444.05,1,15,313217,SFTRBO c Record retrieved from radioid.net,,Clark,DM25NQ,On-Air,SNRC,2020-09-08
