Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coordination,Last update
446.225,-5,,K7RLW,"Bullhead City, Spirit Mountain",NV,OPEN,DSTAR,66.11,SSE,,32,347,35.27500153,-114.72299957,446.225,441.225,1,K7RLW (B),jfindu lookup / dstar-users lookup,Clark,DM25PG,On-Air,SNRC,2015-03-03
