Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,P-25 Digital Enabled,NAC,Default Reflector,County,Grid,Op Status,Links,Coordination,Last update
927.425,-25,NAC 293,WB9STH,"Las Vegas, Lo Potosi Mountain",NV,OPEN,P-25,27.55,SW,,32,8277,35.8932991,-115.49500275,927.425,902.425,1,293,1,Clark,DM25GV,On-Air,"Full-time to 447.42500 (WB9STH) at Spring Valley, NV .",SNRC,2016-12-09
