Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Affiliate,Links,Coordination,Last update
449.975,-5,CC15,KB6XN,"Las Vegas, Hi Potosi Mountain",NV,OPEN,DMR,24.58,SW,LAS VEGAS-HIGH POTISI REPEATER 8750FT COLOR CODE-15 THIS IS A REPEATER ON A MOUNTAIN HIGH POTISI THAT COVERS 4 STATES- THE FREQ IS 449.975 MINUS 5 MHZ COLOR CODE-15 AND OPEN TO ALL DMR USERS- Go to http://www.lasvegasdmr.com for info,32,135,35.96519852,-115.5,449.975,444.975,1,15,313239,BRANDMISTER c Record retrieved from radioid.net,,Clark,DM25fx,On-Air,Wide area.,BRANDMEISTER,"Full-time to 146.79000 (KB6XN) at Las Vegas, Hi Potosi Mountain, NV .",SNRC,2019-12-08
