Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Nets,Coordination,Last update
1282.39,-20,,W7AES,Boulder City,NV,OPEN,DSTAR,19.55,SE,,32,3110,35.99580002,-114.86399841,1282.39,1262.39,1,W7AES (A) Gateway Repeater,jfindu lookup / dstar-users lookup,Clark,DM25NX,On-Air,,Las Vegas Repeater Association,Wednesday at 7pm,SNRC,2020-11-20
