Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Web links,Coordination,Last update
147.975,-0.6,,W7AES,"Las Vegas, Red Mountain",NV,OPEN,DSTAR,16.41,SSE,,32,3108,35.9457016,-115.04299927,147.975,147.375,1,W7AES (C),jfindu lookup / dstar-users lookup,Clark,DM25LW,On-Air,,Las Vegas Repeater Association,http://www.wa7hxo.us,SNRC,2020-11-20
