Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Nets,Coordination,Last update
449.575,-5,,W7AES,"Las Vegas, Red Mountain",NV,OPEN,DSTAR,19.55,SE,,32,3109,35.99580002,-114.86399841,449.575,444.575,1,W7AES (B) Gateway Repeater,jfindu lookup / dstar-users lookup,Clark,DM25NX,On-Air,40,Las Vegas Repeater Association (LVRA),Wednesday at 7pm.,SNRC,2020-11-20
