ID,StateID,Callsign,Use,Status,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,Digital.DStar,Digital.NXDN,Digital.DMR.ColorCode,Digital.DMR.ID,Digital.P25.NAC,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
8731,20,N7JYS,Open,On-Air,,,38.875,-98.86699677,Russell,KS,Russell,447.475,442.475,131.8,131.8,,,7,312023,293,Open ↑,Open ↓
