Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Tone Mode,CTCSS,Rx CTCSS,DCS,DCS Polarity,Select Scan,Comment,Digital Squelch,Digital Code,Your Callsign,Rpt-1 CallSign,Rpt-2 CallSign,Filter,Tx Data Mode,Data Mode,Split Tone Mode,Split CTCSS,Split Rx CTCSS,Split DCS,Split DCS Polarity,Tx Filter,Tx Operating Mode
1,146.74500,146.14500,600 kHz,-DUP,FM,W0LSD F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,8 184 CO Chaffee Nathrop W0LSD,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
2,146.76000,146.16000,600 kHz,-DUP,FM,KF5PFO F,Tone,67.0 Hz,100.0 Hz,023,Both N,Off,35 19 NM Rio Arriba Tres Piedras San Antonio Mountain KF5PFO,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
3,146.76000,146.16000,600 kHz,-DUP,FM,K7QEQ F,Tone,88.5 Hz,100.0 Hz,023,Both N,Off,49 13042 UT Grand Moab Bald Mesa K7QEQ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
4,146.76000,146.16000,600 kHz,-DUP,FM,KB5ITS F,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,35 84 NM San Juan Farmington KB5ITS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
5,146.76000,146.16000,600 kHz,-DUP,FM,W0IA F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,8 16 CO Boulder Boulder Gunbarrel Hill W0IA,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
6,146.76000,146.16000,600 kHz,-DUP,FM,N0SWE FE,Tone,107.2 Hz,100.0 Hz,023,Both N,Off,8 200 CO Garfield Rifle N0SWE,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
7,146.76000,146.16000,600 kHz,-DUP,FM,KC0CVU F,T Sql,107.2 Hz,107.2 Hz,023,Both N,Off,8 41 CO El Paso Colorado Springs Cheyenne Mountain KC0CVU,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
8,146.79000,146.19000,600 kHz,-DUP,FM,W0PHC F,Tone,88.5 Hz,100.0 Hz,023,Both N,Off,8 193 CO Pueblo Pueblo Baculite Mesa W0PHC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
9,146.79000,146.19000,600 kHz,-DUP,FM,KD5OPD F,T Sql,107.2 Hz,107.2 Hz,023,Both N,Off,8 7953 CO Montrose Montrose KD5OPD,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
10,146.82000,146.22000,600 kHz,-DUP,FM,NM5SJ F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,4 72 AZ Apache Red Rock Roof Butte NM5SJ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
11,146.82000,146.22000,600 kHz,-DUP,FM,W0GJT FL,Tone,107.2 Hz,100.0 Hz,023,Both N,Off,8 261 CO Mesa Grand Junction 9 Mile Hwy 141 Unaweep W0GJT,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
12,146.82000,146.22000,600 kHz,-DUP,FM,KA0YDW F,Tone,123.0 Hz,100.0 Hz,023,Both N,Off,8 145 CO Grand Granby KA0YDW,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
13,146.85000,146.25000,600 kHz,-DUP,FM,KB0VJJ F,Tone,88.5 Hz,123.0 Hz,023,Both N,Off,8 129 CO Garfield Glenwood Springs Sunlight Peak KB0VJJ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
14,146.85000,146.25000,600 kHz,-DUP,FM,K5WXI F,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,35 85 NM San Juan Farmington K5WXI,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
15,146.85000,146.25000,600 kHz,-DUP,FM,AD0TP F,Tone,156.7 Hz,103.5 Hz,023,Both N,Off,8 42 CO El Paso Colorado Springs AD0TP,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
16,146.88000,146.28000,600 kHz,-DUP,FM,N0PUF F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,8 80 CO Jefferson Centennial Warren Mountain N0PUF,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
17,146.88000,146.28000,600 kHz,-DUP,FM,W5PDO F,None,100.0 Hz,100.0 Hz,023,Both N,Off,35 194 NM Los Alamos Los Alamos Barranca Mesa W5PDO,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
18,146.88000,146.28000,600 kHz,-DUP,FM,KI0G F,Tone,107.2 Hz,100.0 Hz,023,Both N,Off,8 130 CO Garfield Glenwood Springs Sunlight Peak KI0G,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
19,146.89500,146.29500,600 kHz,-DUP,FM,AB0PC FL,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,8 7 CO Park Bailey Dick Mountain AB0PC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
20,146.90000,146.30000,600 kHz,-DUP,FM,K7QEQ F,Tone,88.5 Hz,100.0 Hz,023,Both N,Off,49 48 UT Grand Moab K7QEQ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
21,146.91000,146.31000,600 kHz,-DUP,FM,KC0UUX F,T Sql,107.2 Hz,107.2 Hz,023,Both N,Off,8 12442 CO Montrose Montrose KC0UUX,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
22,146.91000,146.31000,600 kHz,-DUP,FM,W0JZ F,Tone,123.0 Hz,127.3 Hz,023,Both N,Off,8 13368 CO Boulder Gold Hill W0JZ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
23,146.91000,146.31000,600 kHz,-DUP,FM,K0IRP F,T Sql,151.4 Hz,151.4 Hz,023,Both N,Off,8 43 CO El Paso Colorado Springs K0IRP,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
24,146.92000,146.32000,600 kHz,-DUP,FM,K5WXI F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 50 NM San Juan Bloomfield K5WXI,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
25,146.92000,146.32000,600 kHz,-DUP,FM,W7BYU FE,Tone,136.5 Hz,100.0 Hz,023,Both N,Off,49 281 UT Duchesne Roosevelt W7BYU,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
26,146.92500,146.32500,600 kHz,-DUP,FM,WA0JS F,None,100.0 Hz,100.0 Hz,023,Both N,Off,8 63 CO Mineral Creede WA0JS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
27,146.94000,146.34000,600 kHz,-DUP,FM,W0WYX F,T Sql,103.5 Hz,103.5 Hz,023,Both N,Off,8 81 CO Clear Creek Idaho Springs Squaw Mountain W0WYX,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
28,146.94000,146.34000,600 kHz,-DUP,FM,W0RRZ F,T Sql,107.2 Hz,107.2 Hz,023,Both N,Off,8 151 CO Mesa Grand Junction Black Ridge (Above Colorado Ntl Monument) W0RRZ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
29,146.96000,146.36000,600 kHz,-DUP,FM,W7WAC F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 218 UT San Juan Page (AZ) Navajo Mountain W7WAC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
30,146.97000,146.37000,600 kHz,-DUP,FM,KB0SRJ F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,8 44 CO El Paso Colorado Springs Pikes Peak KB0SRJ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
31,146.98500,146.38500,600 kHz,-DUP,FM,K0FEZ FI,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,8 82 CO Denver Golden Centennial Cone K0FEZ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
32,147.00000,147.60000,600 kHz,+DUP,FM,KB5ITS F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 86 NM San Juan Farmington College Hill KB5ITS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
33,147.01500,147.61500,600 kHz,+DUP,FM,NX0G F,Tone,107.2 Hz,100.0 Hz,023,Both N,Off,8 65 CO Teller Cripple Creek NX0G,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
34,147.04000,147.64000,600 kHz,+DUP,FM,W7BAR F,Tone,136.5 Hz,100.0 Hz,023,Both N,Off,49 181 UT Uintah Vernal Grizzly Ridge W7BAR,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
35,147.04000,147.64000,600 kHz,+DUP,FM,NM5EM F,Tone,141.3 Hz,100.0 Hz,023,Both N,Off,35 15632 NM Rio Arriba Abiquiu Cerro Pelon NM5EM,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
36,147.04500,147.64500,600 kHz,+DUP,FM,K0ML F,Tone,123.0 Hz,100.0 Hz,023,Both N,Off,8 185 CO Adams Northglenn K0ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
37,147.06000,147.66000,600 kHz,+DUP,FM,KB0TUC F,T Sql,77.0 Hz,77.0 Hz,023,Both N,Off,8 7189 CO Custer Westcliffe KB0TUC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
38,147.06000,147.66000,600 kHz,+DUP,FM,K7SDC FEI,Tone,88.5 Hz,100.0 Hz,023,Both N,Off,49 54 UT Emery Castle Dale Horn Mountain K7SDC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
39,147.07500,147.67500,600 kHz,+DUP,FM,KB0VJJ F,Tone,88.5 Hz,123.0 Hz,023,Both N,Off,8 166 CO Grand Kremmling Santoy Peak KB0VJJ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
40,147.07500,147.67500,600 kHz,+DUP,FM,N0XLF FE,T Sql,131.8 Hz,131.8 Hz,023,Both N,Off,8 8740 CO Douglas Palmer Lake Monument Hill N0XLF,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
41,147.08000,147.68000,600 kHz,+DUP,FM,K7SDC FEI,Tone,136.5 Hz,100.0 Hz,023,Both N,Off,49 56 UT Wayne Hanksville Ellen Peak K7SDC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
42,147.10000,147.70000,600 kHz,+DUP,FM,KB5ITS F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 49 NM San Juan Bloomfield Harris mesa KB5ITS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
43,147.10000,147.70000,600 kHz,+DUP,FM,W7BAR FEI,Tone,136.5 Hz,100.0 Hz,023,Both N,Off,49 163 UT Uintah Vernal Blue Mountain W7BAR,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
44,147.10500,147.70500,600 kHz,+DUP,FM,K0SSI F,None,100.0 Hz,100.0 Hz,023,Both N,Off,8 8175 CO Mesa Grand Junction K0SSI,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
45,147.12000,147.72000,600 kHz,+DUP,FM,KF5PFO FE,Tone,67.0 Hz,100.0 Hz,023,Both N,Off,35 172 NM Taos Taos Picuris Peak KF5PFO,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
46,147.12000,147.72000,600 kHz,+DUP,FM,N0ARA F,T Sql,88.5 Hz,88.5 Hz,023,Both N,Off,8 59 CO Jefferson Critchell Critchell Mountain N0ARA,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
47,147.12000,147.72000,600 kHz,+DUP,FM,W0VTL F,None,100.0 Hz,100.0 Hz,023,Both N,Off,8 160 CO Gunnison Gunnison W0VTL,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
48,147.13500,147.73500,600 kHz,+DUP,FM,KB5ITS F,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,8 11545 CO La Plata Durango Smelter Mountain KB5ITS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
49,147.13500,147.73500,600 kHz,+DUP,FM,AA0L F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,8 8176 CO El Paso Colorado Springs AA0L,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
50,147.14000,147.74000,600 kHz,+DUP,FM,NM5ML F,Tone,67.0 Hz,100.0 Hz,023,Both N,Off,35 11288 NM Taos Taos Ski Valley NM5ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
51,147.14000,147.74000,600 kHz,+DUP,FM,K7SDC FEI,Tone,88.5 Hz,100.0 Hz,023,Both N,Off,49 57 UT Emery Castle Dale Cedar Mountain K7SDC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
52,147.15000,147.75000,600 kHz,+DUP,FM,KB5ITS F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,8 8177 CO La Plata Ignacio Spring Creek KB5ITS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
53,147.15000,147.75000,600 kHz,+DUP,FM,W0CBI F,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,8 133 CO Jefferson Golden Guy Hill W0CBI,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
54,147.19500,147.79500,600 kHz,+DUP,FM,W0LRA F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,8 179 CO Larimer Loveland Namaqua Hill W0LRA,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
55,147.19500,147.79500,600 kHz,+DUP,FM,KC0QXX F,Tone,107.2 Hz,100.0 Hz,023,Both N,Off,8 3745 CO Delta Cedaredge Cedar Mesa KC0QXX,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
56,147.20000,147.80000,600 kHz,+DUP,FM,K7GX FEI,Tone,88.5 Hz,100.0 Hz,023,Both N,Off,49 10058 UT Carbon Price Wood Hill K7GX,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
57,147.21000,147.81000,600 kHz,+DUP,FM,KD0SSP FI,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,8 9775 CO Jefferson Lakewood Moffat Treatment Plant KD0SSP,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
58,147.21000,147.81000,600 kHz,+DUP,FM,KD0H F,T Sql,107.2 Hz,107.2 Hz,023,Both N,Off,8 237 CO Routt Steamboat Springs KD0H,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
59,147.22000,147.82000,600 kHz,+DUP,FM,NM5ML F,Tone,67.0 Hz,100.0 Hz,023,Both N,Off,35 89 NM McKinley Gallup Deza Bluffs NM5ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
60,147.22000,147.82000,600 kHz,+DUP,FM,NM5ML F,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 175 NM Rio Arriba Tres Piedras San Antonio Mountain NM5ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
61,147.22500,147.82500,600 kHz,+DUP,FM,W0CRA FEI,T Sql,107.2 Hz,107.2 Hz,023,Both N,Off,8 83 CO Douglas Larkspur Westcreek W0CRA,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
