Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Tone Mode,CTCSS,Rx CTCSS,DCS,DCS Polarity,Select Scan,Comment,Digital Squelch,Digital Code,Your Callsign,Rpt-1 CallSign,Rpt-2 CallSign,Filter,Tx Data Mode,Data Mode,Split Tone Mode,Split CTCSS,Split Rx CTCSS,Split DCS,Split DCS Polarity,Tx Filter,Tx Operating Mode
27,445.16000,440.16000,5.00 MHz,-DUP,FM,CTR Sylmar Contractor's Point,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,6 18064 226.63 CA Los Angeles Sylmar Contractor's Point W6CTR,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
28,445.16000,440.16000,5.00 MHz,-DUP,FM,CTR Sylmar Contractor's Point,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,6 18065 226.63 CA Los Angeles Sylmar Contractor's Point W6CTR,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
29,446.52500,441.52500,5.00 MHz,-DUP,FM,DGL Desert Springs,Tone,177.3 Hz,177.3 Hz,023,Both N,Off,4 18499 146.52 AZ Mohave Desert Springs N7DGL,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
30,145.49000,144.89000,600 kHz,-DUP,FM,DRC St George Utah Hill,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 191 161.36 UT Washington St George Utah Hill W7DRC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
31,146.64000,146.04000,600 kHz,-DUP,FM,DRC St George Webb Hill,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 193 178.72 UT Washington St George Webb Hill W7DRC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
32,145.45000,144.85000,600 kHz,-DUP,FM,DRC Toquerville Toquerville Hill,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 192 213.62 UT Washington Toquerville Toquerville Hill W7DRC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
33,146.96000,146.36000,600 kHz,-DUP,FM,DXJ Lake Havasu City,Tone,162.2 Hz,162.2 Hz,023,Both N,Off,4 97 197.08 AZ Mohave Lake Havasu City W7DXJ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
34,449.95000,444.95000,5.00 MHz,-DUP,FM,DXJ Lake Havasu City,Tone,141.3 Hz,141.3 Hz,023,Both N,Off,4 418 197.23 AZ Mohave Lake Havasu City W7DXJ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
35,448.10000,443.10000,5.00 MHz,-DUP,FM,DZP Cedar City,None,100.0 Hz,100.0 Hz,023,Both N,Off,49 132 259.10 UT Iron Cedar City N7DZP,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
36,146.02500,146.62500,600 kHz,+DUP,FM,ECS Hesperia,DTCS,100.0 Hz,100.0 Hz,205,Both N,Off,6 13335 269.37 CA San Bernardino Hesperia W6ECS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
37,146.94000,146.34000,600 kHz,-DUP,FM,EFW Victorville,Tone,91.5 Hz,91.5 Hz,023,Both N,Off,6 469 260.18 CA San Bernardino Victorville WA6EFW,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
38,146.82000,146.22000,600 kHz,-DUP,FM,FNO Onyx Onyx Peak,None,100.0 Hz,100.0 Hz,023,Both N,Off,6 458 255.35 CA San Bernardino Onyx Onyx Peak W6FNO,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
39,147.03000,147.63000,600 kHz,+DUP,FM,GBJ Desert Center,Tone,107.2 Hz,107.2 Hz,023,Both N,Off,6 370 267.92 CA Riverside Desert Center KA6GBJ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
40,147.12000,147.72000,600 kHz,+DUP,FM,GDF Seligman SV Ranch,Tone,192.8 Hz,192.8 Hz,023,Both N,Off,4 13719 225.06 AZ Yavapai Seligman SV Ranch WA6GDF,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
41,146.11500,146.71500,600 kHz,+DUP,FM,GIL Victorville Fairgrounds,Tone,91.5 Hz,91.5 Hz,023,Both N,Off,6 468 262.89 CA San Bernardino Victorville Fairgrounds K7GIL,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
42,147.12000,147.72000,600 kHz,+DUP,FM,GIL Victorville Quartzite Mtn.,Tone,91.5 Hz,91.5 Hz,023,Both N,Off,6 470 254.54 CA San Bernardino Victorville Quartzite Mtn. K7GIL,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
43,448.40000,443.40000,5.00 MHz,-DUP,FM,GTU Cedar City,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 126 259.02 UT Iron Cedar City WA7GTU,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
44,449.90000,444.90000,5.00 MHz,-DUP,FM,GTU Cedar City,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 237 259.02 UT Iron Cedar City WA7GTU,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
45,449.50000,444.50000,5.00 MHz,-DUP,FM,GTU Cedar City Iron Mountain,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 236 233.54 UT Iron Cedar City Iron Mountain WA7GTU,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
46,145.22000,144.62000,600 kHz,-DUP,FM,HXO Lincoln Highland Peak,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,32 25 204.74 NV Lincoln Lincoln Highland Peak WA7HXO,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
47,446.40000,441.40000,5.00 MHz,-DUP,FM,ITC Big Bear City,Tone,162.2 Hz,162.2 Hz,023,Both N,Off,6 970 255.43 CA San Bernardino Big Bear City WA6ITC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
48,147.22500,147.82500,600 kHz,+DUP,FM,ITC Big Bear Lake,Tone,162.2 Hz,162.2 Hz,023,Both N,Off,6 7949 255.43 CA San Bernardino Big Bear Lake WA6ITC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
49,449.27500,444.27500,5.00 MHz,-DUP,FM,JCA Hurricane Hurricane Mesa,None,100.0 Hz,100.0 Hz,023,Both N,Off,49 10063 205.24 UT Washington Hurricane Hurricane Mesa K5JCA,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
50,145.18000,144.58000,600 kHz,-DUP,FM,JTN Lucerne Valley,Tone,123.0 Hz,123.0 Hz,023,Both N,Off,6 442 247.12 CA San Bernardino Lucerne Valley KC6JTN,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
51,447.58000,442.58000,5.00 MHz,-DUP,FM,JZS Barstow,Tone,107.2 Hz,107.2 Hz,023,Both N,Off,6 3633 215.24 CA San Bernardino Barstow KE6JZS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
52,147.57000,145.01500,,-DUP,DV,KTV Twentynine Palms,None,100.0 Hz,100.0 Hz,023,Both N,Off,6 13331 234.19 CA San Bernardino Twentynine Palms KJ6KTV,,,CQCQCQ,KJ6KTV C,KJ6KTV G,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
53,53.82000,53.32000,500 kHz,-DUP,FM,LXX Onyx Onyx Peak,Tone,107.2 Hz,100.0 Hz,023,Both N,Off,6 15174 255.35 CA San Bernardino Onyx Onyx Peak N6LXX,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
54,446.88000,441.88000,5.00 MHz,-DUP,FM,LXX Onyx Onyx Peak,T Sql,110.9 Hz,110.9 Hz,023,Both N,Off,6 15173 255.35 CA San Bernardino Onyx Onyx Peak N6LXX,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
55,53.84000,53.34000,500 kHz,-DUP,FM,LXX Yermo,Tone,107.2 Hz,100.0 Hz,023,Both N,Off,6 15053 201.87 CA San Bernardino Yermo N6LXX,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
56,446.80000,441.80000,5.00 MHz,-DUP,FM,LXX Yermo,T Sql,110.9 Hz,110.9 Hz,023,Both N,Off,6 15215 201.87 CA San Bernardino Yermo N6LXX,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
57,51.92000,51.42000,500 kHz,-DUP,FM,MDJ Indio Indio Hills,Tone,82.5 Hz,82.5 Hz,023,Both N,Off,6 30 264.06 CA Riverside Indio Indio Hills WA6MDJ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
58,147.24000,147.84000,600 kHz,+DUP,FM,MPR Kingman Hualapai Mtn,Tone,123.0 Hz,123.0 Hz,023,Both N,Off,4 12319 164.05 AZ Mohave Kingman Hualapai Mtn K7MPR,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
59,448.55000,443.55000,5.00 MHz,-DUP,FM,MPR Kingman Hualapai Mtn,Tone,123.0 Hz,123.0 Hz,023,Both N,Off,4 6882 164.05 AZ Mohave Kingman Hualapai Mtn K7MPR,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
60,448.60000,443.60000,5.00 MHz,-DUP,FM,MPR Lake Havasu City Lake Havasu,Tone,123.0 Hz,123.0 Hz,023,Both N,Off,4 12301 197.08 AZ Mohave Lake Havasu City Lake Havasu K7MPR,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
61,146.70000,146.10000,600 kHz,-DUP,FM,MTZ Newberry Springs,None,100.0 Hz,100.0 Hz,023,Both N,Off,6 456 198.29 CA San Bernardino Newberry Springs WA6MTZ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
62,147.76500,147.16500,600 kHz,-DUP,FM,NLG Victorville,Tone,97.4 Hz,97.4 Hz,023,Both N,Off,6 8773 260.25 CA San Bernardino Victorville KJ6NLG,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
63,447.10000,442.10000,5.00 MHz,-DUP,FM,NLS Kingman Hualapai Peak,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,4 12918 162.05 AZ Mohave Kingman Hualapai Peak KA6NLS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
64,449.85000,444.85000,5.00 MHz,-DUP,FM,NRC Kanab,None,100.0 Hz,100.0 Hz,023,Both N,Off,49 207 258.03 UT Kane Kanab W7NRC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
65,147.19500,147.79500,600 kHz,+DUP,FM,NVY Victorville Quartzite Mounta,Tone,141.3 Hz,141.3 Hz,023,Both N,Off,6 2732 254.40 CA San Bernardino Victorville Quartzite Mountain W6NVY,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
66,147.85500,147.25500,600 kHz,-DUP,FM,NVY Victorville Quartzite Mounta,Tone,186.2 Hz,186.2 Hz,023,Both N,Off,6 452 254.47 CA San Bernardino Victorville Quartzite Mountain W6NVY,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
67,449.70000,444.70000,5.00 MHz,-DUP,FM,NVY Victorville Quartzite Mounta,Tone,141.3 Hz,141.3 Hz,023,Both N,Off,6 2731 254.47 CA San Bernardino Victorville Quartzite Mountain W6NVY,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
68,449.35000,444.35000,5.00 MHz,-DUP,FM,OET St George Utah Hill,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,49 11333 163.25 UT Washington St George Utah Hill K7OET,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
69,147.64500,147.04500,600 kHz,-DUP,FM,OKB Big Bear Lake,Tone,103.5 Hz,103.5 Hz,023,Both N,Off,6 444 261.19 CA San Bernardino Big Bear Lake KC6OKB,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
70,147.30000,147.90000,600 kHz,+DUP,FM,OLD Hesperia,Tone,91.5 Hz,91.5 Hz,023,Both N,Off,6 451 269.31 CA San Bernardino Hesperia KA6OLD,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
71,449.32500,444.32500,5.00 MHz,-DUP,FM,R7K St George,None,100.0 Hz,100.0 Hz,023,Both N,Off,49 172 163.12 UT Washington St George NR7K,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
72,146.91000,146.31000,600 kHz,-DUP,FM,R7K St George Seegmiller Peak,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 175 170.90 UT Washington St George Seegmiller Peak NR7K,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
73,146.82000,146.22000,600 kHz,-DUP,FM,R7K St George Utah Hill,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 173 163.17 UT Washington St George Utah Hill NR7K,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
74,146.74000,146.14000,600 kHz,-DUP,FM,R7K St George Webb Hill,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 174 177.51 UT Washington St George Webb Hill NR7K,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
75,146.85000,146.25000,600 kHz,-DUP,FM,RAT Parker Black Peak,Tone,162.2 Hz,162.2 Hz,023,Both N,Off,4 78 237.91 AZ La Paz Parker Black Peak WA7RAT,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
76,145.19000,147.76000,,+DUP,FM,RER Kingman Hualapai Mtn,Tone,131.8 Hz,131.8 Hz,023,Both N,Off,4 116 163.12 AZ Mohave Kingman Hualapai Mtn WB6RER,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
77,146.72000,146.12000,600 kHz,-DUP,FM,RLW Lake Havasu City Near Dick S,Tone,123.0 Hz,123.0 Hz,023,Both N,Off,4 17890 192.61 AZ Mohave Lake Havasu City Near Dick Samp Memorial Park K7RLW,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
78,447.45000,442.45000,5.00 MHz,-DUP,FM,RTR Saint George,T Sql,151.4 Hz,151.4 Hz,023,Both N,Off,49 16206 178.60 UT Washington Saint George N6RTR,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
79,146.76000,146.16000,600 kHz,-DUP,FM,SKO Kingman Hayden Peak,Tone,131.8 Hz,131.8 Hz,023,Both N,Off,4 61 162.38 AZ Mohave Kingman Hayden Peak N7SKO,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
80,448.25000,443.25000,5.00 MHz,-DUP,FM,SKO Kingman Hualapai Mtn,Tone,131.8 Hz,131.8 Hz,023,Both N,Off,4 314 163.12 AZ Mohave Kingman Hualapai Mtn N7SKO,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
81,145.22000,144.62000,600 kHz,-DUP,FM,SLD Barstow Flash II,Tone,114.8 Hz,114.8 Hz,023,Both N,Off,6 466 215.02 CA San Bernardino Barstow Flash II N6SLD,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
82,146.70000,146.10000,600 kHz,-DUP,FM,STK St George,None,100.0 Hz,100.0 Hz,023,Both N,Off,49 84 179.88 UT Washington St George KA7STK,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
83,449.42500,444.42500,5.00 MHz,-DUP,FM,STK St George,Tone,203.5 Hz,203.5 Hz,023,Both N,Off,49 83 179.88 UT Washington St George KA7STK,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
84,449.52500,444.52500,5.00 MHz,-DUP,FM,STK St George Winchester Hills,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 82 184.69 UT Washington St George Winchester Hills KA7STK,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
85,449.20000,444.20000,5.00 MHz,-DUP,FM,SVL Victorville Quartzite Mounta,Tone,146.2 Hz,146.2 Hz,023,Both N,Off,6 17666 254.51 CA San Bernardino Victorville Quartzite Mountain KK6SVL,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
86,146.97000,146.37000,600 kHz,-DUP,FM,TST Barstow,None,100.0 Hz,100.0 Hz,023,Both N,Off,6 438 215.17 CA San Bernardino Barstow WA6TST,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
87,147.18000,147.78000,600 kHz,+DUP,FM,TST Barstow Flash II,T Sql,151.4 Hz,151.4 Hz,023,Both N,Off,6 440 215.17 CA San Bernardino Barstow Flash II WA6TST,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
88,147.88500,147.28500,600 kHz,-DUP,FM,TST Ludlow,Tone,151.4 Hz,151.4 Hz,023,Both N,Off,6 455 178.88 CA San Bernardino Ludlow WA6TST,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
89,145.47000,144.87000,600 kHz,-DUP,FM,V7H Cedar City,None,100.0 Hz,100.0 Hz,023,Both N,Off,49 268 258.66 UT Iron Cedar City WV7H,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
90,146.80000,146.20000,600 kHz,-DUP,FM,V7H Cedar City Blowhard Mountain,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 269 263.02 UT Iron Cedar City Blowhard Mountain WV7H,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
91,147.85500,147.25500,600 kHz,-DUP,FM,W6Y Victorville,Tone,186.2 Hz,186.2 Hz,023,Both N,Off,6 18354 260.38 CA San Bernardino Victorville WW6Y,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
92,146.64000,146.04000,600 kHz,-DUP,FM,WTS Goldfield Montezuma Peak,None,100.0 Hz,100.0 Hz,023,Both N,Off,32 41 262.14 NV Esmeralda Goldfield Montezuma Peak WB7WTS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
