Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Tone Mode,CTCSS,Rx CTCSS,DCS,DCS Polarity,Select Scan,Comment,Digital Squelch,Digital Code,Your Callsign,Rpt-1 CallSign,Rpt-2 CallSign,Filter,Tx Data Mode,Data Mode,Split Tone Mode,Split CTCSS,Split Rx CTCSS,Split DCS,Split DCS Polarity,Tx Filter,Tx Operating Mode
1,147.37500,147.97500,600 kHz,+DUP,FM,0BV Trinidad Raton Pass,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,8 8180 275.00 CO Las Animas Trinidad Raton Pass K0BV,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
2,146.67000,146.07000,600 kHz,-DUP,FM,0EP Durango Eagle Pass,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,8 113 362.00 CO La Plata Durango Eagle Pass K0EP,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
3,146.70000,146.10000,600 kHz,-DUP,FM,0EP Durango Missionary Ridge,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,8 116 350.00 CO La Plata Durango Missionary Ridge K0EP,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
4,147.33000,147.93000,600 kHz,+DUP,FM,0IQ North Platte,Tone,123.0 Hz,123.0 Hz,023,Both N,Off,31 11023 393.00 NE Lincoln North Platte N0IQ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
5,146.92500,146.32500,600 kHz,-DUP,FM,0JS Creede,None,100.0 Hz,100.0 Hz,023,Both N,Off,8 63 261.00 CO Mineral Creede WA0JS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
6,147.33000,147.93000,600 kHz,+DUP,FM,0MR Paonia,Tone,107.2 Hz,107.2 Hz,023,Both N,Off,8 8179 242.00 CO Delta Paonia KI0MR,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
7,146.70000,146.10000,600 kHz,-DUP,FM,0NP North Platte,T Sql,123.0 Hz,123.0 Hz,023,Both N,Off,31 43 392.00 NE Lincoln North Platte NE0NP,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
8,145.22000,144.62000,600 kHz,-DUP,FM,0TY Grand Junction,Tone,107.2 Hz,107.2 Hz,023,Both N,Off,8 8167 316.00 CO Mesa Grand Junction KE0TY,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
9,147.39000,147.99000,600 kHz,+DUP,FM,0TY Grand Junction,Tone,107.2 Hz,107.2 Hz,023,Both N,Off,8 152 316.00 CO Mesa Grand Junction KE0TY,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
10,147.17500,147.77500,600 kHz,+DUP,FM,5EM Des Moines Sierra Grande,Tone,141.3 Hz,141.3 Hz,023,Both N,Off,35 15638 332.00 NM Union Des Moines Sierra Grande NM5EM,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
11,147.04000,147.64000,600 kHz,+DUP,FM,5EM Eagle Nest Touch Me Not,Tone,141.3 Hz,141.3 Hz,023,Both N,Off,35 15635 339.00 NM Colfax Eagle Nest Touch Me Not NM5EM,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
12,145.17500,144.57500,600 kHz,-DUP,FM,5EM Tres Piedras San Antonio Mtn,Tone,141.3 Hz,141.3 Hz,023,Both N,Off,35 15616 342.00 NM Taos Tres Piedras San Antonio Mtn. NM5EM,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
13,145.37000,144.77000,600 kHz,-DUP,FM,5EM Wagon Mound Turkey Mtn,Tone,141.3 Hz,141.3 Hz,023,Both N,Off,35 15621 404.00 NM Mora Wagon Mound Turkey Mtn NM5EM,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
14,147.28000,147.88000,600 kHz,+DUP,FM,5ML Raton Sierra Grande,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 136 305.00 NM Colfax Raton Sierra Grande NM5ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
