Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Tone Mode,CTCSS,Rx CTCSS,DCS,DCS Polarity,Select Scan,Comment,Digital Squelch,Digital Code,Your Callsign,Rpt-1 CallSign,Rpt-2 CallSign,Filter,Tx Data Mode,Data Mode,Split Tone Mode,Split CTCSS,Split Rx CTCSS,Split DCS,Split DCS Polarity,Tx Filter,Tx Operating Mode
11,145.17500,144.57500,600 kHz,-DUP,FM,5EM Cuba Eureka Mesa,T Sql,156.7 Hz,156.7 Hz,023,Both N,Off,35 15615 445.44 NM Sandoval Cuba Eureka Mesa NM5EM,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
12,147.02000,147.62000,600 kHz,+DUP,FM,5EM Santa Fe Tesuque Peak,Tone,141.3 Hz,141.3 Hz,023,Both N,Off,35 15631 444.99 NM Santa Fe Santa Fe Tesuque Peak NM5EM,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
13,147.04000,147.64000,600 kHz,+DUP,FM,5EM Santa Rosa Moon Ranch,Tone,141.3 Hz,141.3 Hz,023,Both N,Off,35 15634 533.89 NM Guadalupe Santa Rosa Moon Ranch NM5EM,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
14,145.37000,144.77000,600 kHz,-DUP,FM,5EM Wagon Mound Turkey Mtn,Tone,141.3 Hz,141.3 Hz,023,Both N,Off,35 15621 417.11 NM Mora Wagon Mound Turkey Mtn NM5EM,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
15,147.38000,147.98000,600 kHz,+DUP,FM,5GU Albuquerque,None,100.0 Hz,100.0 Hz,023,Both N,Off,35 24 535.05 NM Bernalillo Albuquerque N5GU,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
16,145.41000,144.81000,600 kHz,-DUP,FM,5HO La Cueva,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 15622 454.44 NM Santa Fe La Cueva W5HO,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
17,146.64000,146.04000,600 kHz,-DUP,FM,5IS Perryton,Tone,88.5 Hz,88.5 Hz,023,Both N,Off,48 383 519.75 TX Ochiltree Perryton K5IS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
18,145.29000,144.69000,600 kHz,-DUP,FM,5ML Albuquerque Sandia Crest,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 15 519.94 NM Bernalillo Albuquerque Sandia Crest NM5ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
19,147.28000,147.88000,600 kHz,+DUP,FM,5ML Bloomfield Harris Mesa,Tone,67.0 Hz,67.0 Hz,023,Both N,Off,35 51 427.27 NM San Juan Bloomfield Harris Mesa NM5ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
20,147.36000,147.96000,600 kHz,+DUP,FM,5ML Conchas Dam Mesa Rica,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 64 504.86 NM San Miguel Conchas Dam Mesa Rica NM5ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
21,147.24000,147.84000,600 kHz,+DUP,FM,5ML Cuba Eureka Mesa,Tone,67.0 Hz,67.0 Hz,023,Both N,Off,35 66 445.39 NM Sandoval Cuba Eureka Mesa NM5ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
22,147.26000,147.86000,600 kHz,+DUP,FM,5ML Pecos Elk Mountain,Tone,67.0 Hz,67.0 Hz,023,Both N,Off,35 145 444.20 NM San Miguel Pecos Elk Mountain NM5ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
23,147.34000,147.94000,600 kHz,+DUP,FM,5ML Tijeras Cedro Peak,Tone,67.0 Hz,67.0 Hz,023,Both N,Off,35 173 534.76 NM Bernalillo Tijeras Cedro Peak NM5ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
24,147.22000,147.82000,600 kHz,+DUP,FM,5ML Tucumcari Tucumcari Mountain,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 177 523.62 NM Quay Tucumcari Tucumcari Mountain NM5ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
25,147.20000,147.80000,600 kHz,+DUP,FM,5ML Wagon Mound Turkey Mountain,Tone,67.0 Hz,67.0 Hz,023,Both N,Off,35 11289 417.07 NM Mora Wagon Mound Turkey Mountain NM5ML,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
26,147.10000,147.70000,600 kHz,+DUP,FM,5RR Rio Rancho Rainbow,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,35 139 519.98 NM Sandoval Rio Rancho Rainbow NM5RR,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
27,147.08000,147.68000,600 kHz,+DUP,FM,5SC Placitas La Madera,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 9768 509.54 NM Sandoval Placitas La Madera NM5SC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
28,147.30000,147.90000,600 kHz,+DUP,FM,5SF Las Vegas Elk Mountain,Tone,162.2 Hz,162.2 Hz,023,Both N,Off,35 115 444.24 NM San Miguel Las Vegas Elk Mountain W5SF,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
29,145.21000,144.61000,600 kHz,-DUP,DV,5SF Santa Fe Food Depot,None,100.0 Hz,100.0 Hz,023,Both N,Off,35 13769 462.18 NM Santa Fe Santa Fe Food Depot W5SF,,,CQCQCQ,W5SF   C,W5SF   G,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
30,147.20000,147.80000,600 kHz,+DUP,FM,5SF Santa Fe St Vincent Hospital,Tone,162.2 Hz,162.2 Hz,023,Both N,Off,35 154 461.29 NM Santa Fe Santa Fe St Vincent Hospital W5SF,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
31,146.82000,146.22000,600 kHz,-DUP,FM,5SF Santa Fe Tesuque Peak,Tone,162.2 Hz,162.2 Hz,023,Both N,Off,35 153 445.01 NM Santa Fe Santa Fe Tesuque Peak W5SF,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
32,146.74000,146.14000,600 kHz,-DUP,FM,5SJ Aztec,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 43 417.90 NM San Juan Aztec NM5SJ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
33,145.49000,144.89000,600 kHz,-DUP,FM,5SJ Lybrook,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 128 450.93 NM Rio Arriba Lybrook NM5SJ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
34,146.82000,146.22000,600 kHz,-DUP,FM,5SJ Red Rock Roof Butte,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,4 72 512.85 AZ Apache Red Rock Roof Butte NM5SJ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
35,147.36000,147.96000,600 kHz,+DUP,FM,5XE Albuquerque,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 23 531.81 NM Bernalillo Albuquerque KB5XE,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
36,144.63500,145.23500,600 kHz,+DUP,FM,7BV Mountain View Hickey Mtn,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,56 14219 470.42 WY Uinta Mountain View Hickey Mtn WY7BV,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
37,147.20000,147.80000,600 kHz,+DUP,FM,7GX Price Wood Hill,Tone,88.5 Hz,88.5 Hz,023,Both N,Off,49 10058 521.60 UT Carbon Price Wood Hill K7GX,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
38,146.86000,146.26000,600 kHz,-DUP,FM,7JL Evanston Medicine Butte,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,56 2 532.65 WY Uinta Evanston Medicine Butte K7JL,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
39,147.28000,147.88000,600 kHz,+DUP,FM,7ZW Altamont,T Sql,107.2 Hz,107.2 Hz,023,Both N,Off,49 14977 457.96 UT Duchesne Altamont AD7ZW,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
40,147.39000,147.99000,600 kHz,+DUP,FM,AKN Forgan,None,100.0 Hz,100.0 Hz,023,Both N,Off,40 4411 497.86 OK Beaver Forgan N5AKN,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
41,146.88000,146.28000,600 kHz,-DUP,FM,BJY Big Piney The Hogsback,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,56 22 533.65 WY Sublette Big Piney The Hogsback KC7BJY,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
42,145.14500,144.54500,600 kHz,-DUP,FM,BJY Marbleton,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,56 24 532.52 WY Sublette Marbleton KC7BJY,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
43,145.49000,144.89000,600 kHz,-DUP,FM,BYU Myton Flat Top,Tone,136.5 Hz,136.5 Hz,023,Both N,Off,49 13041 441.13 UT Duchesne Myton Flat Top W7BYU,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
44,146.74000,146.14000,600 kHz,-DUP,FM,CBS Altamont,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 253 458.13 UT Duchesne Altamont WB7CBS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
45,145.43000,144.83000,600 kHz,-DUP,FM,CEU Price Wood Hill,Tone,88.5 Hz,88.5 Hz,023,Both N,Off,49 78 500.50 UT Carbon Price Wood Hill W7CEU,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
46,145.33000,144.73000,600 kHz,-DUP,FM,CSY Albuquerque Sandia Crest,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 16 519.94 NM Bernalillo Albuquerque Sandia Crest W5CSY,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
47,145.13750,144.53750,600 kHz,-DUP,DV,CTZ Davis County,None,100.0 Hz,100.0 Hz,023,Both N,Off,49 19773 527.52 UT Davis Davis County KJ7CTZ,,,CQCQCQ,KJ7CTZ C,KJ7CTZ G,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
48,147.39000,147.99000,600 kHz,+DUP,FM,DBK Kearney,T Sql,123.0 Hz,123.0 Hz,023,Both N,Off,31 29 510.84 NE Buffalo Kearney KA0DBK,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
49,147.15000,147.75000,600 kHz,+DUP,FM,DFQ Guymon,Tone,88.5 Hz,88.5 Hz,023,Both N,Off,40 4418 455.77 OK Texas Guymon N5DFQ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
50,147.04000,147.64000,600 kHz,+DUP,FM,DFQ Spearman,Tone,88.5 Hz,88.5 Hz,023,Both N,Off,48 596 513.74 TX Hansford Spearman N5DFQ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
51,147.34000,147.94000,600 kHz,+DUP,FM,DSO Vernal Tabby Mountain,Tone,136.5 Hz,136.5 Hz,023,Both N,Off,49 121 501.26 UT Uintah Vernal Tabby Mountain KG7DSO,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
52,147.34000,147.94000,600 kHz,+DUP,FM,DST Logan Ute Lake,Tone,131.8 Hz,131.8 Hz,023,Both N,Off,35 15643 504.79 NM Quay Logan Ute Lake K5DST,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
53,147.03000,147.63000,600 kHz,+DUP,FM,ECT Dodge City,Tone,123.0 Hz,123.0 Hz,023,Both N,Off,20 3974 482.33 KS Ford Dodge City K0ECT,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
54,147.06000,147.66000,600 kHz,+DUP,FM,ECT Ulysses,None,100.0 Hz,100.0 Hz,023,Both N,Off,20 3979 429.36 KS Grant Ulysses K0ECT,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
55,145.12500,144.52500,600 kHz,-DUP,FM,EGG Ogden Sheriff Office,None,100.0 Hz,100.0 Hz,023,Both N,Off,49 19772 527.52 UT Weber Ogden Sheriff Office KE7EGG,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
56,146.88000,146.28000,600 kHz,-DUP,FM,EMA Tucumcari,None,100.0 Hz,100.0 Hz,023,Both N,Off,35 176 519.07 NM Quay Tucumcari WA5EMA,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
57,147.06000,147.66000,600 kHz,+DUP,FM,FIQ Clines Corners Tapia Mesa,Tone,67.0 Hz,67.0 Hz,023,Both N,Off,35 60 524.46 NM San Miguel Clines Corners Tapia Mesa K5FIQ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
58,147.38000,147.98000,600 kHz,+DUP,FM,GIE Roosevelt Mirror Lake,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,49 235 513.80 UT Duchesne Roosevelt Mirror Lake WA7GIE,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
59,146.61000,146.01000,600 kHz,-DUP,FM,ITS Aztec Hottel Hill,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 18461 419.84 NM San Juan Aztec Hottel Hill KB5ITS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
60,146.88000,146.28000,600 kHz,-DUP,FM,ITS Aztec Tank Mtn,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 15629 417.95 NM San Juan Aztec Tank Mtn KB5ITS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
61,147.10000,147.70000,600 kHz,+DUP,FM,ITS Bloomfield Harris mesa,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 49 427.22 NM San Juan Bloomfield Harris mesa KB5ITS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
62,146.76000,146.16000,600 kHz,-DUP,FM,ITS Farmington,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,35 84 438.67 NM San Juan Farmington KB5ITS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
63,147.00000,147.60000,600 kHz,+DUP,FM,ITS Farmington College Hill,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 86 433.72 NM San Juan Farmington College Hill KB5ITS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
64,145.25000,144.65000,600 kHz,-DUP,FM,ITS Lukachukai Roof Butte,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,4 163 512.85 AZ Apache Lukachukai Roof Butte KB5ITS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
65,147.04500,147.64500,600 kHz,+DUP,FM,JYS Hays,T Sql,131.8 Hz,131.8 Hz,023,Both N,Off,20 3975 493.90 KS Ellis Hays N7JYS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
66,147.18000,147.78000,600 kHz,+DUP,FM,KIY Hays,T Sql,100.0 Hz,100.0 Hz,023,Both N,Off,20 3993 490.52 KS Ellis Hays KE0KIY,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
67,146.80500,146.20500,600 kHz,-DUP,FM,KKS Liberal,T Sql,103.5 Hz,103.5 Hz,023,Both N,Off,20 3949 460.50 KS Seward Liberal W0KKS,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
68,146.88000,146.28000,600 kHz,-DUP,FM,KOM Lenora K-Link,T Sql,162.2 Hz,162.2 Hz,023,Both N,Off,20 3956 426.60 KS Norton Lenora K-Link N0KOM,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
69,147.32000,147.92000,600 kHz,+DUP,FM,LXP Albuquerque,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,35 22 529.52 NM Bernalillo Albuquerque K5LXP,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
70,146.74000,146.14000,600 kHz,-DUP,FM,MHQ Albuquerque,Tone,146.2 Hz,146.2 Hz,023,Both N,Off,35 15626 532.85 NM Bernalillo Albuquerque KD5MHQ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
71,52.87000,51.17000,,-DUP,FM,OQA Garden City,T Sql,141.3 Hz,141.3 Hz,023,Both N,Off,20 15311 429.56 KS Finney Garden City WA0OQA,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
72,147.03000,147.63000,600 kHz,+DUP,DV,PBW Kearney County Courthouse,None,100.0 Hz,100.0 Hz,023,Both N,Off,31 14688 510.84 NE Buffalo Kearney County Courthouse KD0PBW,,,CQCQCQ,KD0PBW C,KD0PBW G,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
73,146.89500,146.29500,600 kHz,-DUP,FM,PCA Loomis,T Sql,123.0 Hz,123.0 Hz,023,Both N,Off,31 38 471.44 NE Phelps Loomis K0PCA,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
74,146.88000,146.28000,600 kHz,-DUP,FM,PDO Los Alamos Barranca Mesa,None,100.0 Hz,100.0 Hz,023,Both N,Off,35 194 441.51 NM Los Alamos Los Alamos Barranca Mesa W5PDO,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
75,53.20000,52.20000,1.00 MHz,-DUP,FM,PGQ La Cueva,Tone,107.2 Hz,107.2 Hz,023,Both N,Off,35 101 465.67 NM Santa Fe La Cueva N9PGQ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
76,146.84000,146.24000,600 kHz,-DUP,FM,PGQ La Cueva,Tone,107.2 Hz,107.2 Hz,023,Both N,Off,35 102 465.67 NM Santa Fe La Cueva N9PGQ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
77,145.44500,144.84500,600 kHz,-DUP,FM,PPP Lander airport,Tone,110.9 Hz,110.9 Hz,023,Both N,Off,56 40 435.59 WY Fremont Lander airport KD7PPP,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
78,147.26000,147.86000,600 kHz,+DUP,FM,PQD Duchense,None,100.0 Hz,100.0 Hz,023,Both N,Off,49 152 464.90 UT Duchesne Duchense N7PQD,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
79,146.86500,146.26500,600 kHz,-DUP,FM,R0A Broken Bow,None,100.0 Hz,100.0 Hz,023,Both N,Off,31 10 486.30 NE Custer Broken Bow KR0A,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
80,147.06000,147.66000,600 kHz,+DUP,FM,R0A Broken Bow,None,100.0 Hz,100.0 Hz,023,Both N,Off,31 11 486.30 NE Custer Broken Bow KR0A,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
81,145.20500,144.60500,600 kHz,-DUP,FM,RCZ Alma,None,100.0 Hz,100.0 Hz,023,Both N,Off,31 6 479.47 NE Harlan Alma KA0RCZ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
82,147.31500,147.91500,600 kHz,+DUP,FM,RCZ Kearney,T Sql,123.0 Hz,123.0 Hz,023,Both N,Off,31 28 510.84 NE Buffalo Kearney KA0RCZ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
83,147.14000,147.74000,600 kHz,+DUP,FM,SDC Castle Dale Cedar Mountain,Tone,88.5 Hz,88.5 Hz,023,Both N,Off,49 57 489.44 UT Emery Castle Dale Cedar Mountain K7SDC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
84,147.06000,147.66000,600 kHz,+DUP,FM,SDC Castle Dale Horn Mountain,Tone,88.5 Hz,88.5 Hz,023,Both N,Off,49 54 533.27 UT Emery Castle Dale Horn Mountain K7SDC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
85,147.08000,147.68000,600 kHz,+DUP,FM,SDC Hanksville Ellen Peak,Tone,136.5 Hz,136.5 Hz,023,Both N,Off,49 56 537.12 UT Wayne Hanksville Ellen Peak K7SDC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
86,146.61000,146.01000,600 kHz,-DUP,FM,SDC Monticello Abajo Peak,Tone,88.5 Hz,88.5 Hz,023,Both N,Off,49 60 443.01 UT San Juan Monticello Abajo Peak K7SDC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
87,147.08000,147.68000,600 kHz,+DUP,FM,SDC Scofield Boardinghouse Ridge,Tone,88.5 Hz,88.5 Hz,023,Both N,Off,49 53 532.20 UT Carbon Scofield Boardinghouse Ridge K7SDC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
88,145.31000,144.71000,600 kHz,-DUP,FM,SDC Scofield Ford Ridge,Tone,88.5 Hz,88.5 Hz,023,Both N,Off,49 55 515.00 UT Carbon Scofield Ford Ridge K7SDC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
89,147.32000,147.92000,600 kHz,+DUP,FM,SDC Sunnyside Bruin Point,Tone,88.5 Hz,88.5 Hz,023,Both N,Off,49 58 460.14 UT Carbon Sunnyside Bruin Point K7SDC,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
90,147.14000,147.74000,600 kHz,+DUP,FM,SEM Dalhart,Tone,88.5 Hz,88.5 Hz,023,Both N,Off,48 19846 463.44 TX Hartley Dalhart KB8SEM,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
91,147.13500,147.73500,600 kHz,+DUP,FM,SOK Cozad,Tone,123.0 Hz,123.0 Hz,023,Both N,Off,31 30 442.71 NE Dawson Cozad W0SOK,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
92,145.19000,144.59000,600 kHz,-DUP,FM,Santa Fe,Tone,162.2 Hz,162.2 Hz,023,Both N,Off,35 17323 458.15 NM Bernalillo Santa Fe,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
93,147.09000,147.69000,600 kHz,+DUP,FM,VVQ Kemmerer Quealy Peak,Tone,100.0 Hz,100.0 Hz,023,Both N,Off,56 49 521.55 WY Lincoln Kemmerer Quealy Peak KG7VVQ,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
94,146.82000,146.22000,600 kHz,-DUP,FM,WWV Heartwell KGIN TV Tower,T Sql,123.0 Hz,123.0 Hz,023,Both N,Off,31 24 532.08 NE Kearney Heartwell KGIN TV Tower W0WWV,,,,,,Filter 1,,,None,88.5 Hz,88.5 Hz,023,Both N,Filter 1,FM
