Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Affiliate,Notes,Coordination,Last update
444.8,5,,KF7VTM,Jerome,ID,OPEN,DSTAR,138.99,NNW,,16,11842,42.72470093,-114.51799774,444.8,449.8,1,KF7VTM (B) Repeater,jfindu lookup / dstar-users lookup,Jerome,On-Air,W7VOI,Voice of Idaho Amateur Radio Club,D-STAR 70CM at Jerome ID is KF7VTM B on 444.800 MHz +5.000MHz,W7ZRQ,2018-02-25
