Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Grid,Op Status,Coverage,Sponsor,Links,Commands,Notes,Nets,Coordination,Last update
449.2,-5,100,KC7SNN,"Burley, Mt Harrison",ID,OPEN,W,Y,106.53,N,,16,159,42.31470108,-113.65799713,449.2,444.2,1,Open ↑ / Open ↓,33714,Cassia,DN32eh,On-Air,Wide area: Southern Idaho and northern Utah.,Idaho Soc of Radio Amateurs - Magic Valley Hams,"Full-time to 443.75000 (KB7SQS) at Twin Falls, ID . Full-time to 444.60000 (KB7SQS) at Filer, Everton Building, ID .",Standard WIRES-X,9,MVARC Room 43210: Thu at 18:45,UVHFS,2018-11-22
