Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID
147.52,0,123,KF7FY,Pocatello,ID,OPEN,EI,,161.31,NNE,,16,16315
