Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Last update
447.9875,-5,CC1,KI7WQR,"Malad City, Hess Pumice Plant",ID,OPEN,DMR,127.49,NE,,16,17184,42.1916008,-112.25099945,447.9875,442.9875,1,1,310024,IP c Record retrieved from radioid.net,,Oneida,On-Air,2019-11-27
