Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Commands,Notes,Web links,Coordination,Last update
443.75,5,100,KB7SQS,Twin Falls,ID,OPEN,W,Y,125.96,NNW,,16,17078,42.52280045,-114.54499817,443.75,448.75,1,Open ↑ / Open ↓,33668,Twin Falls,DN22rm,On-Air,"I-84, milepost 147 to 188. US-93 milepost 35 to 70. Twin Falls, Filer, Buhl, Rogerson, Jerome, Gooding, and Wendell. 25 mi radius.",KB7SQS,Linked to Wendell (443.950).,"Full-time to 449.20000 (KC7SNN) at Burley, Mt Harrison, ID . Full-time to 444.60000 (KB7SQS) at Filer, Everton Building, ID . Full-time to 444.60000 (KB7SQS) at Filer, Everton Building, ID .",Normal Wires-X Commands,Wires-X Room to use is MVARC (43210).,http://k7mva.org/,W7ZRQ,2018-10-09
