Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Op Status,Sponsor,Affiliate,Features,Links,Web links,Last update
443.95,5,100,K8MPW,Wendell,ID,OPEN,W,Y,145.07,NNW,,16,17405,42.7757988,-114.70400238,443.95,448.95,1,Open ↑ / Open ↓,33728,Gooding,On-Air,CW Johnson,MVARC,Wires-X,"Full-time to 444.60000 (KB7SQS) at Filer, Everton Building, ID .",http://www.K7MVA.org,2019-06-11
