Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Links,Commands,Nets,Coordination,Last update
444.6,5,100,KB7SQS,"Filer, Everton Building",ID,OPEN,Fusion WIRES-X,130.28,NNW,,16,17309,42.5727005,-114.61199951,444.6,449.6,1,Open ↑ / Open ↓,43210,Twin Falls,DN22QN,On-Air,"Filer, Idaho. All repeaters reside in Wires-x Room (43210). This is an analog link into the system. 15 mi radius.",KB7SQS,MVARC,"Normally linked to 443.750, 443.950, 442.300, 449.200.","Full-time to 449.20000 (KC7SNN) at Burley, Mt Harrison, ID . Full-time to 443.75000 (KB7SQS) at Twin Falls, ID . Full-time to 443.75000 (KB7SQS) at Twin Falls, ID . Full-time to 443.95000 (K8MPW) at Wendell, ID .",This is an analog link to Wires-x room 43210.,MVARC Fusion Net (Room 43210): Thu at 18:45.,W7ZRQ,2020-11-02
